source_list,source_section,name,id,level,total,max_life,profile_url,strength,defense,speed,dexterity
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Becca1505,676255,27,7000,1347,https://www.torn.com/profiles.php?XID=676255,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Immense,590306,19,7040,825,https://www.torn.com/profiles.php?XID=590306,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,TinyTony,131423,22,7110,1316,https://www.torn.com/profiles.php?XID=131423,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Faramir,619415,18,7200,775,https://www.torn.com/profiles.php?XID=619415,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,santosa,1693359,12,7360,475,https://www.torn.com/profiles.php?XID=1693359,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Saorsa,29031,15,7600,625,https://www.torn.com/profiles.php?XID=29031,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,MegaLolz,265855,18,7670,775,https://www.torn.com/profiles.php?XID=265855,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Mitsai,1324020,17,7990,833,https://www.torn.com/profiles.php?XID=1324020,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,RetriNemesis,1495297,20,8110,875,https://www.torn.com/profiles.php?XID=1495297,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,ladyhunter,2003142,20,8510,918,https://www.torn.com/profiles.php?XID=2003142,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Dismortis42,2051822,11,8630,446,https://www.torn.com/profiles.php?XID=2051822,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,mammasumba,2022772,16,8690,675,https://www.torn.com/profiles.php?XID=2022772,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,DestinyFreedom,1148255,18,8950,775,https://www.torn.com/profiles.php?XID=1148255,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,afortunado7,1109163,23,9000,1025,https://www.torn.com/profiles.php?XID=1109163,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Infamous-Pwner,229978,20,9000,875,https://www.torn.com/profiles.php?XID=229978,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,XIythe,2200856,23,9040,1230,https://www.torn.com/profiles.php?XID=2200856,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Sniper_Neese,2084715,16,9230,675,https://www.torn.com/profiles.php?XID=2084715,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 1000-10000 estimated stats,Frozenrobot,2014781,16,9480,675,https://www.torn.com/profiles.php?XID=2014781,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Lathaw,2016927,14,10210,575,https://www.torn.com/profiles.php?XID=2016927,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Blakkout,1000042,15,10290,625,https://www.torn.com/profiles.php?XID=1000042,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Li4m79,2163693,18,10330,775,https://www.torn.com/profiles.php?XID=2163693,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,toonarmy253,27275,20,11000,875,https://www.torn.com/profiles.php?XID=27275,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Nihil,23072,18,11300,775,https://www.torn.com/profiles.php?XID=23072,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,princessa55,1284030,21,11400,971,https://www.torn.com/profiles.php?XID=1284030,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Ryoko,24817,18,11700,775,https://www.torn.com/profiles.php?XID=24817,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,legendarykillrH,1555891,18,12300,852,https://www.torn.com/profiles.php?XID=1555891,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,KevinDontWave,1871017,17,12600,797,https://www.torn.com/profiles.php?XID=1871017,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Dr_Banana,2585901,17,12900,725,https://www.torn.com/profiles.php?XID=2585901,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,twister63,272760,25,12900,1181,https://www.torn.com/profiles.php?XID=272760,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,_Keyon_,551729,16,14200,675,https://www.torn.com/profiles.php?XID=551729,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Originalspinny,1968789,21,16200,925,https://www.torn.com/profiles.php?XID=1968789,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,R0cknR0lla,2047644,25,16700,1181,https://www.torn.com/profiles.php?XID=2047644,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Fanciful,386829,23,16900,1025,https://www.torn.com/profiles.php?XID=386829,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,amy_gray,219054,25,17000,1125,https://www.torn.com/profiles.php?XID=219054,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Massano,201365,19,17500,825,https://www.torn.com/profiles.php?XID=201365,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,zzz123,8329,22,17600,975,https://www.torn.com/profiles.php?XID=8329,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Baby_Yoda,2473534,18,18300,775,https://www.torn.com/profiles.php?XID=2473534,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Falkek,2108205,17,18700,725,https://www.torn.com/profiles.php?XID=2108205,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,chapman317,527437,25,19000,1181,https://www.torn.com/profiles.php?XID=527437,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Taken007,2070072,22,19200,975,https://www.torn.com/profiles.php?XID=2070072,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,anka1,2204514,23,19700,1127,https://www.torn.com/profiles.php?XID=2204514,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,ulithian,1807242,18,20000,775,https://www.torn.com/profiles.php?XID=1807242,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,__lolipop_,1681095,17,20000,725,https://www.torn.com/profiles.php?XID=1681095,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,ProtoKiller,1276868,23,20000,1127,https://www.torn.com/profiles.php?XID=1276868,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Sublime2006,41523,22,20400,975,https://www.torn.com/profiles.php?XID=41523,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Claude_Provenza,1411140,16,20400,675,https://www.torn.com/profiles.php?XID=1411140,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Banana_Lady,433109,20,20500,875,https://www.torn.com/profiles.php?XID=433109,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,XI-Am-LeGeNdDX,566962,23,20800,1076,https://www.torn.com/profiles.php?XID=566962,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,rejey8,1545493,21,21200,925,https://www.torn.com/profiles.php?XID=1545493,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,-iNnoCenTx,979263,25,22100,1125,https://www.torn.com/profiles.php?XID=979263,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Pilagrim1,1794475,18,22300,813,https://www.torn.com/profiles.php?XID=1794475,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Tideas,1981537,20,22600,875,https://www.torn.com/profiles.php?XID=1981537,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,TFTR-Kelly-,227854,20,23300,875,https://www.torn.com/profiles.php?XID=227854,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,opcouger,672351,27,23300,1225,https://www.torn.com/profiles.php?XID=672351,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,-TTD-blackholex,1192931,24,23500,1128,https://www.torn.com/profiles.php?XID=1192931,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Gizmo2212,1761171,15,23800,687,https://www.torn.com/profiles.php?XID=1761171,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,-JessicA,15262,19,23800,825,https://www.torn.com/profiles.php?XID=15262,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,wataruogasawara,1697229,11,24000,425,https://www.torn.com/profiles.php?XID=1697229,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,JOB420,630582,24,24100,1075,https://www.torn.com/profiles.php?XID=630582,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,PIMPJUICE,8912,26,24500,1175,https://www.torn.com/profiles.php?XID=8912,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Tomalak,2094585,30,25100,1650,https://www.torn.com/profiles.php?XID=2094585,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,sharpfang,474544,20,25700,875,https://www.torn.com/profiles.php?XID=474544,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Suko,2450835,15,25800,625,https://www.torn.com/profiles.php?XID=2450835,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,__ika__,1502708,18,26000,775,https://www.torn.com/profiles.php?XID=1502708,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,UnguardedAce,2273237,17,26600,725,https://www.torn.com/profiles.php?XID=2273237,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Ahika,262546,28,27200,1593,https://www.torn.com/profiles.php?XID=262546,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,kumang,559133,26,27500,1175,https://www.torn.com/profiles.php?XID=559133,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Ripply,196000,31,30000,1425,https://www.torn.com/profiles.php?XID=196000,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,zombilekkoo,1722894,23,31000,1025,https://www.torn.com/profiles.php?XID=1722894,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Viprus,856900,20,31000,875,https://www.torn.com/profiles.php?XID=856900,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Cortisan,72616,24,31000,1075,https://www.torn.com/profiles.php?XID=72616,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,ky0ya_hIbarI,1404388,26,32000,1175,https://www.torn.com/profiles.php?XID=1404388,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Kneazi,1429963,28,32000,1338,https://www.torn.com/profiles.php?XID=1429963,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,GuyReeb23,1568826,30,33000,1375,https://www.torn.com/profiles.php?XID=1568826,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Amoeba33,1750733,21,34000,971,https://www.torn.com/profiles.php?XID=1750733,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,ASchwarzenegger,678166,28,34000,1402,https://www.torn.com/profiles.php?XID=678166,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Shera,472957,33,36000,1525,https://www.torn.com/profiles.php?XID=472957,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,MarIboro,947563,19,36000,825,https://www.torn.com/profiles.php?XID=947563,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Fashionable,1466568,15,37000,625,https://www.torn.com/profiles.php?XID=1466568,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,RieZMY,1511787,21,37000,925,https://www.torn.com/profiles.php?XID=1511787,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,EmoKitten192,526221,25,39000,1406,https://www.torn.com/profiles.php?XID=526221,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,rowej,1383966,27,40000,1225,https://www.torn.com/profiles.php?XID=1383966,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Skyfire,490329,23,43000,1025,https://www.torn.com/profiles.php?XID=490329,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,LEP-Recon,440912,23,43000,1025,https://www.torn.com/profiles.php?XID=440912,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Weavr,21507,25,45000,1125,https://www.torn.com/profiles.php?XID=21507,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,princessroyal,454605,22,45000,975,https://www.torn.com/profiles.php?XID=454605,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,DeltaForce2,27342,24,45000,1075,https://www.torn.com/profiles.php?XID=27342,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Sexy_Biatch,54970,35,47000,1625,https://www.torn.com/profiles.php?XID=54970,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,-Redemption-,700478,26,48000,1175,https://www.torn.com/profiles.php?XID=700478,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,-Karen-,326408,23,48000,1025,https://www.torn.com/profiles.php?XID=326408,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,_Loki_,1950897,27,50000,1653,https://www.torn.com/profiles.php?XID=1950897,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,A320,1547185,30,50000,1443,https://www.torn.com/profiles.php?XID=1547185,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Signatured,1769514,14,50000,575,https://www.torn.com/profiles.php?XID=1769514,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,IronManX329,2275007,20,51000,875,https://www.torn.com/profiles.php?XID=2275007,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,useyou,2000099,26,52000,1351,https://www.torn.com/profiles.php?XID=2000099,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,MentalNameless,1642492,24,54000,1290,https://www.torn.com/profiles.php?XID=1642492,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,RocksCanFly,1629507,31,56000,1567,https://www.torn.com/profiles.php?XID=1629507,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,lizuan,1330199,27,58000,1225,https://www.torn.com/profiles.php?XID=1330199,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,Pahal,2270812,25,59000,1125,https://www.torn.com/profiles.php?XID=2270812,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,LittleKiddo,2416488,20,61000,875,https://www.torn.com/profiles.php?XID=2416488,Unknown,Unknown,Unknown,Unknown
Torn Forum Leveling Targets,Targets 10k-100k estimated stats,ladyl06998,478639,27,61000,1470,https://www.torn.com/profiles.php?XID=478639,Unknown,Unknown,Unknown,Unknown
