source_list,name,id,level,total,profile_url,strength,defense,speed,dexterity
Legacy List 5,aaronyuan,901426,19,59,https://www.torn.com/profiles.php?XID=901426,Unknown,Unknown,Unknown,Unknown
Legacy List 5,dmora,1075217,19,75,https://www.torn.com/profiles.php?XID=1075217,Unknown,Unknown,Unknown,Unknown
Legacy List 5,Body_slasher,1409469,15,84,https://www.torn.com/profiles.php?XID=1409469,Unknown,Unknown,Unknown,Unknown
Legacy List 5,tnm021,794755,20,84,https://www.torn.com/profiles.php?XID=794755,Unknown,Unknown,Unknown,Unknown
Legacy List 5,Daishaun,1024614,16,67,https://www.torn.com/profiles.php?XID=1024614,Unknown,Unknown,Unknown,Unknown
Legacy List 5,bullet789,1417924,15,84,https://www.torn.com/profiles.php?XID=1417924,Unknown,Unknown,Unknown,Unknown
Legacy List 5,ash_j,1542030,20,94,https://www.torn.com/profiles.php?XID=1542030,Unknown,Unknown,Unknown,Unknown
Legacy List 5,tutan,1389629,20,94,https://www.torn.com/profiles.php?XID=1389629,Unknown,Unknown,Unknown,Unknown
Legacy List 5,hassanian,881857,16,138,https://www.torn.com/profiles.php?XID=881857,Unknown,Unknown,Unknown,Unknown
Legacy List 5,breshizzle,929846,17,Unknown,https://www.torn.com/profiles.php?XID=929846,Unknown,Unknown,Unknown,Unknown
Legacy List 5,pops11,1299741,16,51,https://www.torn.com/profiles.php?XID=1299741,Unknown,Unknown,Unknown,Unknown
Legacy List 5,Boo12,1366126,18,67,https://www.torn.com/profiles.php?XID=1366126,Unknown,Unknown,Unknown,Unknown
Legacy List 5,ajh813,1554463,15,84,https://www.torn.com/profiles.php?XID=1554463,Unknown,Unknown,Unknown,Unknown
Legacy List 5,Zak67,857317,16,84,https://www.torn.com/profiles.php?XID=857317,Unknown,Unknown,Unknown,Unknown
Legacy List 5,ghostbusterz13,1330125,18,84,https://www.torn.com/profiles.php?XID=1330125,Unknown,Unknown,Unknown,Unknown
Legacy List 5,fredie,524902,20,84,https://www.torn.com/profiles.php?XID=524902,Unknown,Unknown,Unknown,Unknown
Legacy List 5,Awesome0ne,1767284,24,Unknown,https://www.torn.com/profiles.php?XID=1767284,Unknown,Unknown,Unknown,Unknown
Legacy List 5,kalam12345,1436559,15,67,https://www.torn.com/profiles.php?XID=1436559,Unknown,Unknown,Unknown,Unknown
Legacy List 5,Soonerdyy,1704490,15,67,https://www.torn.com/profiles.php?XID=1704490,Unknown,Unknown,Unknown,Unknown
Legacy List 5,fredmonkey,648698,20,84,https://www.torn.com/profiles.php?XID=648698,Unknown,Unknown,Unknown,Unknown
Legacy List 6,Mitchy3910,1419655,20,Unknown,https://www.torn.com/profiles.php?XID=1419655,Unknown,Unknown,Unknown,Unknown
Legacy List 6,wadseee,1182544,22,51,https://www.torn.com/profiles.php?XID=1182544,Unknown,Unknown,Unknown,Unknown
Legacy List 6,glamorous301,929210,16,59,https://www.torn.com/profiles.php?XID=929210,Unknown,Unknown,Unknown,Unknown
Legacy List 6,lover117,1285131,15,67,https://www.torn.com/profiles.php?XID=1285131,Unknown,Unknown,Unknown,Unknown
Legacy List 6,livehere,969780,20,84,https://www.torn.com/profiles.php?XID=969780,Unknown,Unknown,Unknown,Unknown
Legacy List 6,tommy101,1563509,15,94,https://www.torn.com/profiles.php?XID=1563509,Unknown,Unknown,Unknown,Unknown
Legacy List 6,rhon...
